keyword,title,price,rating,reviews,platform,delivery,brand,price_range,popularity_score,raw_price,discount
microwave oven convection,Boat microwave oven convection Model 173,47111.0,3.6,2074,reliance digital,free delivery,Boat,Premium,27.495779157593276,47111.0,0
power bank fast charging,LG power bank fast charging Model 896,47595.0,4.1,2583,reliance digital,free delivery,LG,Premium,32.214084846100214,47595.0,0
office chair ergonomic,HP office chair ergonomic Model 850,47613.0,4.9,4909,croma,5 days,HP,Premium,41.645243181863975,47613.0,0
men running shoes,HP men running shoes Model 182,47672.0,3.9,1881,reliance digital,2 days,HP,Premium,29.406352248566765,47672.0,0
men running shoes,Samsung men running shoes Model 311,47745.0,3.4,1278,flipkart,free delivery,Samsung,Premium,24.323034925368066,47745.0,0
microwave oven convection,HP microwave oven convection Model 690,47857.0,3.3,4944,amazon,free delivery,HP,Premium,28.070236405387483,47857.0,0
men running shoes,Nike men running shoes Model 468,47880.0,3.1,3824,reliance digital,2 days,Nike,Premium,25.572872613407974,47880.0,0
air fryer India,HP air fryer India Model 838,47909.0,4.6,2214,amazon,5 days,HP,Premium,35.43383533940448,47909.0,0
men running shoes,Samsung men running shoes Model 174,47927.0,2.7,3938,amazon,free delivery,Samsung,Premium,22.35244184002145,47927.0,0
office chair ergonomic,LG office chair ergonomic Model 906,47981.0,4.0,4032,flipkart,5 days,LG,Premium,33.20906317949347,47981.0,0
office chair ergonomic,Nike office chair ergonomic Model 171,48035.0,4.6,4068,flipkart,free delivery,Nike,Premium,38.23130172080777,48035.0,0
office chair ergonomic,HP office chair ergonomic Model 929,48052.0,3.8,37,croma,2 days,HP,Premium,13.822827406960265,48052.0,0
office chair ergonomic,Puma office chair ergonomic Model 149,48111.0,4.1,96,croma,free delivery,Puma,Premium,18.75631501186387,48111.0,0
microwave oven convection,LG microwave oven convection Model 140,48117.0,2.7,1141,flipkart,5 days,LG,Premium,19.00944825358308,48117.0,0
power bank fast charging,Puma power bank fast charging Model 621,48199.0,3.5,203,amazon,2 days,Puma,Premium,18.613419978454758,48199.0,0
power bank fast charging,Dell power bank fast charging Model 384,48358.0,2.9,3901,flipkart,2 days,Dell,Premium,23.98080911143086,48358.0,0
power bank fast charging,HP power bank fast charging Model 880,48374.0,4.1,2179,reliance digital,2 days,HP,Premium,31.51702863871085,48374.0,0
office chair ergonomic,Philips office chair ergonomic Model 510,48400.0,4.8,469,reliance digital,free delivery,Philips,Premium,29.5331169345797,48400.0,0
air fryer India,Dell air fryer India Model 376,48528.0,2.6,3673,flipkart,free delivery,Dell,Premium,21.343494291015183,48528.0,0
air fryer India,LG air fryer India Model 528,48545.0,4.5,309,flipkart,5 days,LG,Premium,25.814575338656365,48545.0,0
microwave oven convection,Puma microwave oven convection Model 544,48582.0,3.1,3036,flipkart,5 days,Puma,Premium,24.857738941641824,48582.0,0
office chair ergonomic,LG office chair ergonomic Model 829,48584.0,3.1,1055,reliance digital,2 days,LG,Premium,21.58295473922524,48584.0,0
air fryer India,LG air fryer India Model 297,48610.0,3.4,1148,reliance digital,5 days,LG,Premium,23.958600744685768,48610.0,0
men running shoes,LG men running shoes Model 731,48627.0,4.0,2347,reliance digital,2 days,LG,Premium,31.045276723791947,48627.0,0
air fryer India,Philips air fryer India Model 480,48641.0,3.4,436,flipkart,free delivery,Philips,Premium,20.671772863325007,48641.0,0
office chair ergonomic,LG office chair ergonomic Model 829,48662.0,4.2,771,amazon,2 days,LG,Premium,27.92573511010406,48662.0,0
office chair ergonomic,LG office chair ergonomic Model 829,48662.0,4.2,1943,amazon,2 days,LG,Premium,31.804512537085618,48662.0,0
microwave oven convection,Boat microwave oven convection Model 227,48663.0,3.8,4019,flipkart,free delivery,Boat,Premium,31.53634129012965,48663.0,0
power bank fast charging,Boat power bank fast charging Model 257,48691.0,4.8,539,croma,free delivery,Boat,Premium,30.199531869879937,48691.0,0
men running shoes,Puma men running shoes Model 476,48783.0,2.7,3072,flipkart,free delivery,Puma,Premium,21.682105817752312,48783.0,0
microwave oven convection,Samsung microwave oven convection Model 738,48929.0,3.5,2114,croma,2 days,Samsung,Premium,26.798835320181322,48929.0,0
office chair ergonomic,Nike office chair ergonomic Model 799,48982.0,3.3,3233,amazon,free delivery,Nike,Premium,26.66886763245227,48982.0,0
air fryer India,Nike air fryer India Model 162,48988.0,4.1,4559,flipkart,5 days,Nike,Premium,34.54281940028457,48988.0,0
office chair ergonomic,HP office chair ergonomic Model 726,49015.0,2.9,3373,reliance digital,5 days,HP,Premium,23.559177363007148,49015.0,0
microwave oven convection,Dell microwave oven convection Model 232,49064.0,4.5,1963,croma,5 days,Dell,Premium,34.12232320011485,49064.0,0
men running shoes,Samsung men running shoes Model 400,49074.0,3.4,3514,reliance digital,2 days,Samsung,Premium,27.7603023344322,49074.0,0
power bank fast charging,Nike power bank fast charging Model 813,49195.0,4.1,2711,croma,free delivery,Nike,Premium,32.41231076114717,49195.0,0
microwave oven convection,Samsung microwave oven convection Model 692,49213.0,4.9,4261,amazon,free delivery,Samsung,Premium,40.95171968202696,49213.0,0
men running shoes,Puma men running shoes Model 923,49220.0,2.8,3066,flipkart,5 days,Puma,Premium,22.479674459519906,49220.0,0
men running shoes,Puma men running shoes Model 305,49243.0,3.5,515,croma,2 days,Puma,Premium,21.86137367918547,49243.0,0
microwave oven convection,LG microwave oven convection Model 603,49245.0,4.3,1944,croma,2 days,LG,Premium,32.56397420102595,49245.0,0
power bank fast charging,LG power bank fast charging Model 466,49248.0,3.9,1875,amazon,5 days,LG,Premium,29.393898805308062,49248.0,0
men running shoes,Dell men running shoes Model 229,49252.0,2.5,612,croma,free delivery,Dell,Premium,16.04591233984053,49252.0,0
power bank fast charging,HP power bank fast charging Model 956,49324.0,4.9,4798,amazon,5 days,HP,Premium,41.533197925105405,49324.0,0
microwave oven convection,Puma microwave oven convection Model 288,49325.0,4.8,1563,amazon,free delivery,Puma,Premium,35.30400922130523,49325.0,0
office chair ergonomic,Boat office chair ergonomic Model 534,49386.0,4.1,916,croma,free delivery,Boat,Premium,27.9665406362515,49386.0,0
office chair ergonomic,Boat office chair ergonomic Model 163,49391.0,4.0,1681,reliance digital,free delivery,Boat,Premium,29.710955362131575,49391.0,0
power bank fast charging,Dell power bank fast charging Model 204,49421.0,2.6,1928,flipkart,free delivery,Dell,Premium,19.668368233554897,49421.0,0
power bank fast charging,Philips power bank fast charging Model 275,49516.0,4.7,571,croma,free delivery,Philips,Premium,29.84095325948505,49516.0,0
men running shoes,Boat men running shoes Model 745,49612.0,4.1,4854,amazon,free delivery,Boat,Premium,34.79983396097424,49612.0,0
men running shoes,Samsung men running shoes Model 751,49670.0,4.6,900,reliance digital,2 days,Samsung,Premium,31.29612418499835,49670.0,0
microwave oven convection,Samsung microwave oven convection Model 305,49682.0,4.2,4064,reliance digital,free delivery,Samsung,Premium,34.90270989232403,49682.0,0
power bank fast charging,LG power bank fast charging Model 130,49897.0,3.0,2424,reliance digital,5 days,LG,Premium,23.380760410114753,49897.0,0
power bank fast charging,Nike power bank fast charging Model 373,49953.0,4.9,2218,flipkart,free delivery,Nike,Premium,37.75357842236971,49953.0,0
office chair ergonomic,Sony office chair ergonomic Model 476,49990.0,4.9,1424,croma,2 days,Sony,Premium,35.583442754243485,49990.0,0
office chair ergonomic,Puma office chair ergonomic Model 996,66760.0,3.1,2181,reliance digital,5 days,Puma,Luxury,23.83279121581835,66760.0,0
men running shoes,Nike men running shoes Model 733,71900.0,4.1,4924,flipkart,free delivery,Nike,Luxury,34.85852616978537,71900.0,0
power bank fast charging,Samsung power bank fast charging Model 205,86400.0,3.7,2729,flipkart,5 days,Samsung,Luxury,29.274610486262322,86400.0,0
power bank fast charging,Puma power bank fast charging Model 949,87970.0,4.8,1988,amazon,free delivery,Puma,Luxury,36.457858938499065,87970.0,0
air fryer India,Puma air fryer India Model 883,103500.0,4.3,4194,amazon,5 days,Puma,Luxury,35.869089061275616,103500.0,0
microwave oven convection,Philips microwave oven convection Model 132,110800.0,3.8,4460,croma,free delivery,Philips,Luxury,31.931887293487403,110800.0,0
office chair ergonomic,Puma office chair ergonomic Model 876,123310.0,3.3,2499,flipkart,free delivery,Puma,Luxury,25.819351835825763,123310.0,0
office chair ergonomic,HP office chair ergonomic Model 205,132290.0,2.6,874,reliance digital,free delivery,HP,Luxury,17.6129821045298,132290.0,0
air fryer India,LG air fryer India Model 715,137250.0,2.9,3483,reliance digital,free delivery,LG,Luxury,23.65221538011994,137250.0,0
men running shoes,Boat men running shoes Model 401,146220.0,3.2,1261,reliance digital,5 days,Boat,Luxury,22.849449737923706,146220.0,0
microwave oven convection,HP microwave oven convection Model 255,150250.0,4.8,644,reliance digital,free delivery,HP,Luxury,31.052401520619707,150250.0,0
power bank fast charging,Boat power bank fast charging Model 295,171520.0,3.9,2978,flipkart,free delivery,Boat,Luxury,31.1974375155818,171520.0,0
microwave oven convection,Boat microwave oven convection Model 689,189420.0,4.7,4390,amazon,5 days,Boat,Luxury,39.42036767164007,189420.0,0
power bank fast charging,Dell power bank fast charging Model 575,190200.0,4.5,4367,croma,free delivery,Dell,Luxury,37.719272328411336,190200.0,0
microwave oven convection,Puma microwave oven convection Model 556,192440.0,4.3,4490,croma,2 days,Puma,Luxury,36.162271894277275,192440.0,0
office chair ergonomic,Puma office chair ergonomic Model 559,200380.0,4.1,1363,croma,free delivery,Puma,Luxury,29.59452503745397,200380.0,0
microwave oven convection,Boat microwave oven convection Model 156,220130.0,4.8,4501,croma,2 days,Boat,Luxury,40.37892970304005,220130.0,0
air fryer India,Puma air fryer India Model 209,222300.0,3.6,3271,amazon,free delivery,Puma,Luxury,29.135364111801497,222300.0,0
office chair ergonomic,LG office chair ergonomic Model 168,229430.0,3.2,2872,flipkart,2 days,LG,Luxury,25.48195858873373,229430.0,0
microwave oven convection,Sony microwave oven convection Model 479,229950.0,4.3,594,reliance digital,free delivery,Sony,Luxury,27.470814043846207,229950.0,0
power bank fast charging,Puma power bank fast charging Model 354,239860.0,3.6,3870,flipkart,2 days,Puma,Luxury,29.74056534207953,239860.0,0
air fryer India,Nike air fryer India Model 886,242370.0,4.7,745,flipkart,5 days,Nike,Luxury,31.089210320957676,242370.0,0
microwave oven convection,Philips microwave oven convection Model 811,265610.0,4.3,4360,croma,2 days,Philips,Luxury,36.03596367172389,265610.0,0
air fryer India,Puma air fryer India Model 989,286470.0,4.3,176,amazon,free delivery,Puma,Luxury,22.257443850067464,286470.0,0
power bank fast charging,Samsung power bank fast charging Model 302,289730.0,3.3,1230,croma,free delivery,Samsung,Luxury,23.481421016408696,289730.0,0
air fryer India,Boat air fryer India Model 822,317150.0,3.6,912,reliance digital,2 days,Boat,Luxury,24.540249170141884,317150.0,0
men running shoes,LG men running shoes Model 509,320280.0,2.9,3271,amazon,free delivery,LG,Luxury,23.47015442339565,320280.0,0
microwave oven convection,Nike microwave oven convection Model 158,325160.0,3.5,4292,croma,5 days,Nike,Luxury,29.276593738785962,325160.0,0
men running shoes,Boat men running shoes Model 227,380730.0,2.9,1574,croma,2 days,Boat,Luxury,21.349830598653227,380730.0,0
microwave oven convection,Dell microwave oven convection Model 838,383970.0,2.8,2066,reliance digital,5 days,Dell,Luxury,21.37478996710895,383970.0,0
men running shoes,Dell men running shoes Model 628,390740.0,4.6,4015,croma,5 days,Dell,Luxury,38.1709916423092,390740.0,0
office chair ergonomic,Sony office chair ergonomic Model 215,395720.0,3.3,3512,reliance digital,5 days,Sony,Luxury,26.94194465247723,395720.0,0
microwave oven convection,Philips microwave oven convection Model 148,402890.0,3.8,4840,reliance digital,free delivery,Philips,Luxury,32.24253104177084,402890.0,0
office chair ergonomic,Boat office chair ergonomic Model 756,405890.0,4.3,665,amazon,2 days,Boat,Luxury,27.955545583323673,405890.0,0
power bank fast charging,Nike power bank fast charging Model 406,436130.0,4.0,3636,reliance digital,free delivery,Nike,Luxury,32.79565777994796,436130.0,0
microwave oven convection,Dell microwave oven convection Model 272,438510.0,4.5,351,reliance digital,5 days,Dell,Luxury,26.386340290191434,438510.0,0
office chair ergonomic,Boat office chair ergonomic Model 324,455330.0,4.1,3258,amazon,free delivery,Boat,Luxury,33.165620283234,455330.0,0
men running shoes,HP men running shoes Model 580,461640.0,4.0,3916,amazon,2 days,HP,Luxury,33.09232533466332,461640.0,0
microwave oven convection,Boat microwave oven convection Model 424,482890.0,4.9,858,amazon,2 days,Boat,Luxury,33.10326771772285,482890.0,0
men running shoes,HP men running shoes Model 483,498050.0,3.3,4703,amazon,2 days,HP,Luxury,27.905356015608927,498050.0,0
Smart Phones,Google Pixel 10a,499.0,4.6,14000,Best Buy,Free delivery by Mon,Google,low-Budget,43.91566655924245,499.0,0
Smart Phones,Samsung Galaxy Z Flip7 FE Smartphone,899.99,4.6,9600,Boost Mobile,Unknown,Samsung,low-Budget,42.18026367800907,899.99,0
Smart Phones,Apple iPhone 17,929.0,4.6,150000,Apple,Free next-day delivery,Apple,low-Budget,54.82462730272505,929.0,0
Smart Phones,Motorola moto g play,99.99,4.4,11000,Best Buy,Free delivery by Mon,Motorola,low-Budget,40.945262409653516,99.99,0
Smart Phones,Tracfone Samsung Galaxy A16 128gb 5G,118.0,3.9,7930,Walmart - MGA Store,Free delivery,Samsung,low-Budget,35.01628419932495,118.0,0
Smart Phones,Samsung Galaxy A37 5G,12.49,4.7,6120,Verizon,Unknown,Samsung,low-Budget,40.98155957600003,12.49,0
Smart Phones,BLU G75 256GB,179.99,4.3,590,Best Buy,Free delivery by Mon,Unknown,low-Budget,27.441808874846224,179.99,0
Smart Phones,Samsung Galaxy S25 Edge,1099.99,4.8,680000,Boost Mobile,Unknown,Samsung,low-Budget,64.46327782914933,1099.99,0
Smart Phones,Samsung Galaxy S26 Ultra,36.12,4.8,570000,AT&T,Free delivery,Samsung,low-Budget,63.61628829213676,36.12,0
Smart Phones,Samsung Galaxy A17 5G,119.0,4.1,670,Walmart,1 hour delivery $20,Samsung,low-Budget,26.685953461583892,119.0,0
Smart Phones,AT&T Samsung Galaxy A16 5G,49.99,3.3,4750,Best Buy,Free delivery,Samsung,low-Budget,27.938164323916837,49.99,0
Smart Phones,Motorola edge 2026 128GB in Pantone Martini Olive,14.72,4.8,90,Verizon,Free delivery,Motorola,low-Budget,21.652125631280878,14.72,0
Smart Phones,Nothing Phone Pro,499.0,4.8,2120,Nothing US,Unknown,Nothing,low-Budget,36.76628618191047,499.0,0
Smart Phones,Samsung Galaxy S25 FE,425.0,4.7,1500000,Walmart - Creo Distributions LLC,Free delivery,Samsung,low-Budget,66.83858876387275,425.0,0
Smart Phones,Google Pixel 10,799.0,4.6,20000,Google Store,Free delivery,Google,low-Budget,45.55627273591638,799.0,0
Smart Phones,Samsung Galaxy A16 5G,99.99,4.2,66000,Best Buy,Unknown,Samsung,low-Budget,46.60918572411751,99.99,0
Smart Phones,Samsung Galaxy S26,4.99,4.7,85000,AT&T,Free delivery,Samsung,low-Budget,53.34696601051292,4.99,0
Smart Phones,Unihertz Titan 2 The Latest 5G QWERTY Physical Keyboard Smartphone,489.99,4.9,1520,Unihertz,Free delivery,Unknown,low-Budget,35.90290413207054,489.99,0
Smart Phones,Apple iPhone 16,729.99,4.4,73000,Cricket Wireless,Free delivery,Apple,low-Budget,49.272205042134104,729.99,0
Smart Phones,OnePlus 15R 256GB,699.99,4.5,2990,OnePlus Official Store,Free delivery,OnePlus,low-Budget,36.01513376383476,699.99,0
Smart Phones,Google Pixel 10 Pro,999.0,4.4,23000,Google Store,Free delivery,Google,low-Budget,44.19048907779882,999.0,0
Smart Phones,Samsung Galaxy A17 128GB 5G,249.99,4.5,160000,Best Buy,Free delivery by Mon,Samsung,low-Budget,53.92320904888395,249.99,0
Smart Phones,Apple iPhone 17 Pro,1299.99,3.7,15000,Boost Mobile,Unknown,Apple,low-Budget,35.578726934756894,1299.99,0
Smart Phones,Samsung Galaxy S25 Ultra,714.97,4.8,1080000,Walmart - Networkstore,Unknown,Samsung,low-Budget,66.68386812012432,714.97,0
Smart Phones,Motorola Moto G Power 2026 Smartphone in Evening Blue 128GB,229.99,4.4,140000,Consumer Cellular,Free delivery by Wed,Motorola,low-Budget,52.137381315461525,229.99,0
Smart Phones,Google Pixel 10 Pro XL,1319.0,4.5,23000,Google Store,Free delivery,Google,low-Budget,45.19481837502152,1319.0,0
Smart Phones,Tracfone BLU View Speed Ultra 64GB Prepaid,24.99,4.1,170,Best Buy,Unknown,Unknown,low-Budget,21.080820581660905,24.99,0
Smart Phones,Samsung Galaxy A37 5G 128GB Awesome Charcoal,49.99,4.4,73000,Cricket Wireless,Free delivery,Samsung,low-Budget,49.272205042134104,49.99,0
Smart Phones,Nothing Phone,799.0,4.3,670,Nothing US,Unknown,Nothing,low-Budget,27.987707288978232,799.0,0
Smart Phones,Unihertz Jelly 2E 4gb/64gb 3,159.99,4.2,770,Unihertz,Free delivery,Unknown,low-Budget,27.920291168965985,159.99,0
Smart Phones,Samsung Galaxy Z Fold7 Smartphone,1649.99,4.7,260000,Walmart - HotDeals,Free delivery,Samsung,low-Budget,58.60167155387734,1649.99,0
Smart Phones,Apple iPhone 16e,539.99,4.6,100000,Best Buy,Free delivery,Apple,low-Budget,52.95950313863305,539.99,0
Smart Phones,Google Pixel 10 Pro Fold,1799.0,4.5,3410,Google Store,Free delivery,Google,low-Budget,36.60642352088391,1799.0,0
Smart Phones,Motorola moto G Power,399.99,4.2,1880,Motorola - United States,Free delivery,Motorola,low-Budget,31.666147083064327,399.99,0
Smart Phones,Samsung Galaxy S26 Ultra 256GB Black,699.99,4.4,73000,Cricket Wireless,Free delivery,Samsung,low-Budget,49.272205042134104,699.99,0
Smart Phones,Apple iPhone 15 128GB,629.99,4.7,880,Boost Mobile,Unknown,Apple,low-Budget,31.870970841900046,629.99,0
Smart Phones,Samsung Galaxy A57 5G,549.99,4.8,120000,Best Buy,Free delivery by Mon,Samsung,low-Budget,56.137225704301414,549.99,0
Smart Phones,Google Pixel 9 Pro XL,529.45,4.4,16000,Walmart - Supplytronics,Free delivery,Google,low-Budget,42.59378859678305,529.45,0
Smart Phones,Motorola moto g,229.99,4.3,150,T-Mobile,Free delivery,Motorola,low-Budget,21.574303298304173,229.99,0
Smart Phones,Samsung Galaxy Z Flip8,999.99,4.9,130000,Consumer Cellular,Free delivery by Wed,Samsung,low-Budget,57.698957366407555,999.99,0
Smart Phones,Apple iPhone 17 Pro Max,14.99,3.8,35000,AT&T,Unknown,Apple,low-Budget,39.75990126366947,14.99,0
Smart Phones,Apple iPhone 17 Pro,9.99,3.8,23000,AT&T,Unknown,Apple,low-Budget,38.164513294462616,9.99,0
Smart Phones,Total Wireless BLU Speed Ultra 64gb,29.88,3.8,470,Walmart,Unknown,Unknown,low-Budget,23.388460757262386,29.88,0
Smart Phones,Samsung Galaxy S26,4.99,4.7,85000,AT&T,Unknown,Samsung,low-Budget,53.34696601051292,4.99,0
Smart Phones,Apple iPhone 16e,349.0,3.9,17000,Walmart,Unknown,Apple,low-Budget,37.99000703486714,349.0,0
Smart Phones,Apple iPhone 16,23.06,4.4,73000,AT&T,Unknown,Apple,low-Budget,49.272205042134104,23.06,0
Smart Phones,AT&T Samsung Galaxy A16 5G,49.99,3.3,4750,Best Buy,Free delivery by Wed,Samsung,low-Budget,27.938164323916837,49.99,0
Smart Phones,Motorola Moto G 2025,49.88,4.0,2050,Walmart,Unknown,Motorola,low-Budget,30.50433103228952,49.88,0
Smart Phones,Samsung Galaxy S25 Edge,15.99,4.8,680000,AT&T,Unknown,Samsung,low-Budget,64.46327782914933,15.99,0
Smart Phones,Total Wireless Samsung Galaxy A17 5G 128GB Prepaid Smartphone,99.88,3.5,110,Walmart,Unknown,Samsung,low-Budget,16.48335570459317,99.88,0
Smart Phones,Nothing Phone Pro,499.0,4.8,2120,Nothing US,Unknown,Nothing,low-Budget,36.76628618191047,499.0,0
Smart Phones,Samsung Galaxy S26 Ultra,36.12,4.8,570000,AT&T,Unknown,Samsung,low-Budget,63.61628829213676,36.12,0
Smart Phones,Apple iPhone 17e,549.0,4.0,1080,Walmart,Unknown,Apple,low-Budget,27.942567270556832,549.0,0
Smart Phones,Samsung Galaxy A16 5G,99.99,4.2,66000,Best Buy,Unknown,Samsung,low-Budget,46.60918572411751,99.99,0
Smart Phones,Samsung Galaxy S26+,30.56,4.8,100000,AT&T,Unknown,Samsung,low-Budget,55.2620902316171,30.56,0
Smart Phones,Apple iPhone 15,499.0,4.6,290000,Walmart,Unknown,Apple,low-Budget,57.85714239106983,499.0,0
Smart Phones,Google Pixel 10a,499.0,4.6,14000,Google Store,Free delivery,Google,low-Budget,43.91566655924245,499.0,0
Smart Phones,Tracfone Samsung Galaxy A16 128gb 5G,119.0,3.9,7930,Walmart,1 hour delivery $20,Samsung,low-Budget,35.01628419932495,119.0,0
Smart Phones,Samsung Galaxy Z Fold8 Ultra,58.34,4.9,150000,AT&T,Unknown,Samsung,low-Budget,58.40014647464191,58.34,0
Smart Phones,Samsung Galaxy A17 128GB 5G,249.99,4.5,160000,Best Buy,Free delivery,Samsung,low-Budget,53.92320904888395,249.99,0
Smart Phones,Boost Mobile moto g 26,69.0,4.2,190,Walmart,Unknown,Unknown,low-Budget,22.059548397795847,69.0,0
Smart Phones,Motorola Boost Mobile moto g stylus,299.99,4.0,3530,Boost Mobile,Unknown,Motorola,low-Budget,32.677345583713546,299.99,0
Smart Phones,Apple iPhone 17,28.62,4.6,150000,Consumer Cellular,Free delivery by Wed,Apple,low-Budget,54.82462730272505,28.62,0
Smart Phones,Straight Talk Samsung Galaxy A37 5G,349.0,3.8,160,Walmart,Unknown,Samsung,low-Budget,19.309336586940958,349.0,0
Smart Phones,Samsung Galaxy Z Fold8,52.78,4.9,140000,AT&T,Unknown,Samsung,low-Budget,58.06208373767306,52.78,0
Smart Phones,"At&t Motorola moto g Power 2026,128gb",99.0,3.7,460,Walmart,Unknown,Motorola,low-Budget,22.6935727590876,99.0,0
Smart Phones,Google Pixel 10 Pro,999.0,4.4,23000,Google Store,Free delivery,Google,low-Budget,44.19048907779882,999.0,0
Smart Phones,Motorola moto g play,99.99,4.4,11000,Best Buy,Free delivery,Motorola,low-Budget,40.945262409653516,99.99,0
Smart Phones,At&t Motivate Pro 2 5G,49.88,3.5,460,Walmart,Unknown,Unknown,low-Budget,21.46689315048827,49.88,0
Smart Phones,Apple iPhone 15 128GB,629.99,4.7,880,Boost Mobile,Unknown,Apple,low-Budget,31.870970841900046,629.99,0
Smart Phones,OnePlus 15R 256GB,699.99,4.5,2990,OnePlus Official Store,Free delivery,OnePlus,low-Budget,36.01513376383476,699.99,0
Smart Phones,At&t Moto G Play 2026,49.88,3.4,290,Walmart,Unknown,Unknown,low-Budget,19.289299108383076,49.88,0
Smart Phones,Samsung Galaxy A37 5G,449.99,4.8,38000,Best Buy,Free delivery by Wed,Samsung,low-Budget,50.617765219928366,449.99,0
Smart Phones,Samsung Galaxy A37 5G 128GB Awesome Charcoal,49.99,4.4,73000,Cricket Wireless,Free delivery,Samsung,low-Budget,49.272205042134104,49.99,0
Smart Phones,Google Pixel 10,799.0,4.6,20000,Google Store,Free delivery,Google,low-Budget,45.55627273591638,799.0,0
Smart Phones,Samsung Galaxy A27 5G,349.99,3.7,30,Boost Mobile,Unknown,Samsung,low-Budget,12.705752656595042,349.99,0
Smart Phones,Samsung Galaxy S25 FE,649.99,4.7,1500000,Best Buy,Free delivery by Wed,Samsung,low-Budget,66.83858876387275,649.99,0
Smart Phones,Samsung Galaxy S25,22.22,4.7,510000,Verizon,Free delivery,Samsung,low-Budget,61.76818943776963,22.22,0
Smart Phones,Motorola edge 2026 128GB Martini Olive,59.99,4.4,73000,Cricket Wireless,Free delivery,Motorola,low-Budget,49.272205042134104,59.99,0
Smart Phones,Google Pixel 10a,499.0,4.6,14000,Best Buy,Free delivery by Mon,Google,low-Budget,43.91566655924245,499.0,0
Smart Phones,Samsung Galaxy Z Flip7 FE Smartphone,899.99,4.6,9600,Boost Mobile,Unknown,Samsung,low-Budget,42.18026367800907,899.99,0
Smart Phones,Apple iPhone 17,929.0,4.6,150000,Apple,Free next-day delivery,Apple,low-Budget,54.82462730272505,929.0,0
Smart Phones,Motorola moto g play,99.99,4.4,11000,Best Buy,Free delivery by Mon,Motorola,low-Budget,40.945262409653516,99.99,0
Smart Phones,Tracfone Samsung Galaxy A16 128gb 5G,118.0,3.9,7930,Walmart - MGA Store,Free delivery,Samsung,low-Budget,35.01628419932495,118.0,0
Smart Phones,Samsung Galaxy A17 128GB 5G,219.99,4.5,160000,NFM,Unknown,Samsung,low-Budget,53.92320904888395,219.99,0
Smart Phones,Samsung Galaxy A37 5G,12.49,4.7,6120,Verizon,Free delivery,Samsung,low-Budget,40.98155957600003,12.49,0
Smart Phones,BLU G75 256GB,179.99,4.3,590,Best Buy,Free delivery by Mon,Unknown,low-Budget,27.441808874846224,179.99,0
Smart Phones,Samsung Galaxy S25 Edge,1099.99,4.8,680000,Boost Mobile,Unknown,Samsung,low-Budget,64.46327782914933,1099.99,0
Smart Phones,Nothing Phone,799.0,4.3,670,Nothing US,Unknown,Nothing,low-Budget,27.987707288978232,799.0,0
Smart Phones,Samsung Galaxy A17 5G,119.0,4.1,670,Walmart,1 hour delivery $20,Samsung,low-Budget,26.685953461583892,119.0,0
Smart Phones,Samsung Galaxy A57 5G,549.99,4.8,120000,Best Buy,Free delivery by Mon,Samsung,low-Budget,56.137225704301414,549.99,0
Smart Phones,Samsung Galaxy S26 Ultra,36.12,4.8,570000,AT&T,Free delivery,Samsung,low-Budget,63.61628829213676,36.12,0
Smart Phones,Motorola edge 2026 128GB in Pantone Martini Olive,14.72,4.8,90,Verizon,Free delivery,Motorola,low-Budget,21.652125631280878,14.72,0
Smart Phones,Samsung Galaxy S25 FE,649.99,4.7,1500000,Best Buy,Free delivery by Mon,Samsung,low-Budget,66.83858876387275,649.99,0
Smart Phones,AT&T Samsung Galaxy A16 5G,79.0,3.3,4750,Walmart,1 hour delivery $20,Samsung,low-Budget,27.938164323916837,79.0,0
Smart Phones,Samsung Galaxy A36 5G,299.0,4.7,170000,Wireless Tech,Unknown,Samsung,low-Budget,56.60473011232979,299.0,0
Smart Phones,Samsung Galaxy A16 5G,99.99,4.2,66000,Best Buy,Unknown,Samsung,low-Budget,46.60918572411751,99.99,0
Smart Phones,Samsung Galaxy S25 Fe 128 GB,649.99,4.7,34000,Boost Mobile,Unknown,Samsung,low-Budget,49.04048251017329,649.99,0
Smart Phones,Google Pixel 10,799.0,4.6,20000,Google Store,Free delivery,Google,low-Budget,45.55627273591638,799.0,0
Smart Phones,Samsung Galaxy S26,4.99,4.7,85000,AT&T,Free delivery,Samsung,low-Budget,53.34696601051292,4.99,0
Smart Phones,Nothing Phone Pro,499.0,4.8,2120,Nothing US,Unknown,Nothing,low-Budget,36.76628618191047,499.0,0
Smart Phones,Unihertz Titan 2 The Latest 5G QWERTY Physical Keyboard Smartphone,489.99,4.9,1520,Unihertz,Free delivery,Unknown,low-Budget,35.90290413207054,489.99,0
Smart Phones,Apple iPhone 16,729.99,4.4,73000,Cricket Wireless,Free delivery,Apple,low-Budget,49.272205042134104,729.99,0
Smart Phones,OnePlus 15R 256GB,699.99,4.5,2990,OnePlus Official Store,Free delivery,OnePlus,low-Budget,36.01513376383476,699.99,0
Smart Phones,Google Pixel 10 Pro,999.0,4.4,23000,Google Store,Free delivery,Google,low-Budget,44.19048907779882,999.0,0
Smart Phones,Tracfone BLU View Speed Ultra 64GB Prepaid,24.99,4.1,170,Best Buy,Unknown,Unknown,low-Budget,21.080820581660905,24.99,0
Smart Phones,Samsung Galaxy S25 Ultra,714.97,4.8,1080000,Walmart - Networkstore,Unknown,Samsung,low-Budget,66.68386812012432,714.97,0
